meituan_id,telephone,overlap,dianping_id,price,latitude,longitude,categoryName,categories,regionName,regions,name,branchName,problem
97479834,010-65280378,1,44388438,118,39.9189,116.41728,重庆火锅,重庆火锅,王府井/东单,"东城区,王府井/东单",老官嘴老灶火锅,N/A,1
52957234,010-57108890,1,24992932,68,39.939503,116.417046,其他中餐,中餐,北新桥/簋街,"东城区,北新桥/簋街",疆湖味道：新疆主题餐厅,N/A,1
69569439,010-68845118,1,32758333,89,39.899338,116.26435,鱼火锅,鱼火锅,田村,"海淀区,田村",阿丽斑鱼庄,永定路店,1
41382979,13716666823,1,45828764,48,40.140034,117.126884,火锅,火锅,平谷区,平谷区,张记火锅烧烤,N/A,1
6988600,010-57299777,1,18420406,28,39.748882,116.33293,麻辣烫,麻辣烫,黄村,"大兴区,黄村",杨国福麻辣烫,彩虹新城店,1
91177633,010-52592082,0.8,65858623,181,40.086823,116.53844,甜品饮品,甜品饮品,国展,"顺义区,国展,后沙峪",燕语生活燕窝养生滋补炖品,中粮祥云店,1
92821472,010-61992800,1,58025253,80,40.150642,116.98787,其他,美食,平谷区,平谷区,天泽羊产品体验馆,N/A,1
1095838,010-68035188,1,3308326,94,39.91153,116.34654,重庆火锅,重庆火锅,月坛,"西城区,月坛",川上城重庆老灶火锅,三里河店,1
277500,010-66039199,1,2066908,51,39.899837,116.37017,川菜/家常菜,川菜/家常菜,宣武门,"西城区,宣武门",麻辣小站,N/A,1
41648476,010-85707579,1,21396703,73,39.924965,116.60087,浙江菜,浙江菜,常营,"朝阳区,常营",UNCLE 5,龙湖·长楹天街店,1
356646,010-69466243,1,4179151,55,40.126038,116.657425,面包甜点,面包甜点,顺义,"顺义区,顺义",金圣萝兰,博联店,1
83289952,010-56230236,1,67550255,76,39.853855,116.44443,火锅,火锅,丰台区,丰台区,虾吃虾涮,成寿寺店,1
41090221,010-61862586,1,23314443,85,39.92729,116.12515,串串香,串串香,门头沟区,门头沟区,玉林串串香,门头沟店,1
316711,010-58476653,0.692307692308,3505558,81,39.9062,116.19208,烤鱼,烤鱼,古城/八角,"石景山区,古城/八角",渔夫烤鱼,古城南路24小时店,1
6491774,010-84840022,1,17949764,92,40.067623,116.41099,鱼火锅,鱼火锅,天通苑,"昌平区,天通苑",祝记斑鱼庄,N/A,1
77967029,17710525805,1,43557828,20,39.896824,116.12705,馄饨,馄饨,门头沟区,门头沟区,如意馄饨,科技高级技术学校店,1
62899597,18612355550,1,5365069,104,39.904575,116.22938,烤鱼,烤鱼,鲁谷,"石景山区,鲁谷",捌零烤鱼,N/A,1
42923979,15810257647,0.375,6054132,103,39.87956,116.47345,面包甜点,面包甜点,劲松/潘家园,"朝阳区,劲松/潘家园",爱时尚蛋糕,劲松店,0
264186,010-66181117,1,511048,79,39.93821,116.36233,其他中餐,中餐,西直门/动物园,"西城区,西直门/动物园",福州会馆,N/A,1
4673993,18611781382,1,18517023,19,39.91004,116.377785,快餐简餐,快餐简餐,西单,"西城区,西单",杨铭宇黄焖鸡米饭,西单店,1
93522635,010-89418856,1,65765551,68,40.129753,116.634674,北京菜,北京菜,顺义,"顺义区,顺义",紫光园,顺义店,1
93974840,13051974777,0.636363636364,65735081,22,39.975964,116.37917,面包甜点,面包甜点,北太平庄,"海淀区,北太平庄",榴莲蛋糕榴莲主题,北土城路店,0
105565233,13121956202,0,68968419,18,39.806026,116.45878,甜品饮品,甜品饮品,旧宫,"大兴区,旧宫",royaltea皇茶,N/A,1
3280235,010-84760166,1,11571878,121,39.99406,116.48185,泰国菜,泰国菜,望京,"朝阳区,望京",pakpak喜悦泰,望京店,1
47787,010-62511717,1,3535477,87,39.968918,116.307816,烤鸭,烤鸭,苏州桥,"海淀区,中关村,苏州桥,双榆树",峰尚圣宴,人民大学店,1
1660725,13911163053,0.818181818182,18813544,165,39.918003,116.190186,韩国料理,"韩国料理,日式烧烤/铁板烧,烧烤",古城/八角,"石景山区,古城/八角",膳麒轩武烤新料理,酒水仓售店,1
63578876,010-60638880,1,38163716,40,40.291504,116.62121,川菜/家常菜,川菜/家常菜,怀柔区,怀柔区,汽车餐厅,N/A,1
90647894,13731468388,0.0909090909091,65731814,19,40.0996,116.541275,麻辣烫,麻辣烫,后沙峪,"顺义区,后沙峪",重庆麻辣烫,后沙峪物美店,0
293083,010-69601868,1,2708329,12,40.314648,116.63794,包子,包子,商业街,"怀柔区,商业街",阿泰包子,迎宾中路店,1
104601158,15321525586,1,69215702,97,39.7483,116.33295,江浙菜,本帮江浙菜,黄村,"大兴区,黄村",虾蟹满堂,N/A,1
84765116,010-57122777,0.733333333333,65516704,106,39.88338,116.31772,火锅,火锅,北京西站/六里桥,"丰台区,北京西站/六里桥",高兴一锅 潮汕鲜牛肉火锅,北京总店,1
52538969,13110500166,1,41073729,30,40.239307,116.217125,快餐简餐,快餐简餐,昌平镇,"昌平区,昌平镇",双赢饭庄,N/A,1
357728,010-82583088,1,4194232,114,40.0664,116.35595,北京菜,北京菜,西三旗,"海淀区,西三旗",全聚德,西三旗店,1
83558354,010-52747065,1,56795885,16,39.90469,116.64059,包子,包子,通州北苑,"通州区,通州北苑",老龙口排骨大包,N/A,1
118685388,13269326868,1,69278003,77,39.926804,116.12548,烧烤,"烧烤,韩国料理",门头沟区,门头沟区,二妞家烤肉馆,N/A,1
86859856,13051974777,0.636363636364,65735081,22,39.975964,116.37917,面包甜点,面包甜点,北太平庄,"海淀区,北太平庄",榴莲蛋糕榴莲主题,北土城路店,0
52019350,010-81579877,1,24981431,87,39.883705,116.66083,鱼火锅,"鱼火锅,火锅",九棵树,"通州区,梨园,九棵树",顺水斑鱼庄,通州店,1
93606551,18911261058,1,57277854,15,40.09083,116.32419,小吃快餐,小吃快餐,回龙观,"昌平区,回龙观",久久鸭,N/A,1
4631468,13051721122,1,18635087,N/A,39.89104,116.25636,面包甜点,面包甜点,青塔,"丰台区,青塔",多多福西饼屋,N/A,1
6314088,15311989897,0.222222222222,2667850,41,39.91658,116.29476,星巴克,星巴克,国贸,"朝阳区,国贸",星巴克,东三环乐成店,1
91287395,010-81368983,1,67563493,60,39.72513,115.99326,海鲜,海鲜,房山区,房山区,京闽海阁酒楼,燕山店,1
97184886,010-52130060,0,77113950,49,40.12952,116.64723,湘菜,湘菜,顺义,"顺义区,顺义",正宗湘菜妈妈土钵菜,N/A,1
4847740,010-84855688,0.6,19383684,108,40.00607,116.41227,重庆火锅,重庆火锅,大屯,"朝阳区,亚运村,大屯",老码头火锅,金泉广场店,1
278568,010-64032606,1,2223793,356,39.933754,116.39312,北京菜,"北京菜,官府菜",什刹海,"西城区,什刹海",什刹海会馆,N/A,1
515816,010-64730970,1,513502,88,39.978317,116.46571,贵州菜,"贵州菜,火锅",望京,"朝阳区,望京",箩箩贵州酸汤鱼,望京店,1
42715139,010-56188369,1,24359485,70,40.380512,116.86452,烤鱼,烤鱼,行宫街,"密云镇,行宫街",鱼美人烤鱼坊,N/A,1
78713196,13717726568,0.5,37786083,15,39.74857,116.147415,甜品饮品,甜品饮品,良乡,"房山区,良乡",初相遇烘焙体验馆,N/A,1
1437833,010-66076793,1,5423731,72,39.903862,116.363625,烤鸭,"烤鸭,家常菜",西单,"西城区,西单",小田鸭,西单店,1
263927,010-88578880,1,510499,87,39.95666,116.32304,重庆火锅,重庆火锅,魏公村,"海淀区,魏公村",蜀正园火锅,N/A,1
90708739,13601037398,0.333333333333,65406043,40,39.805912,116.45077,家常菜,家常菜,旧宫,"大兴区,旧宫",修氏家常菜馆,N/A,1
6874851,010-64457385,0.875,16958589,123,39.94825,116.4146,西餐,西餐,雍和宫/地坛,"东城区,雍和宫/地坛",地下餐吧,五道营店,1
2480515,010-64585699,1,571578,80,40.04587,116.60421,火锅,火锅,首都机场,"朝阳区,顺义区,首都机场",福成肥牛,天竺机场分店,1
5795308,010-57228202,1,17874713,18,39.8903,116.35643,西北菜,西北菜,广内大街,"西城区,广内大街",秦陕久品,N/A,1
51218,010-63485588,0.8,18362753,103,39.897346,116.345245,家常菜,家常菜,广内大街,"西城区,广内大街",毛家菜家宴楼,N/A,1
72477998,010-52985780,1,56898950,83,39.92951,116.26618,火锅,火锅,五棵松,"海淀区,五棵松",虾吃虾涮虾火锅,田村店,1
40989975,010-56864641,0.6,23660796,78,40.080753,116.54093,印度菜,印度菜,国展,"顺义区,国展",莎丽马印巴清真西餐厅,N/A,1
41635861,010-67996808,1,23493295,48,39.786983,116.41796,鱼火锅,鱼火锅,旧宫,"大兴区,旧宫",重庆朝天门老鱼锅,N/A,1
51991985,010-69640015,1,24633647,75,40.3142,116.629395,川菜/家常菜,川菜/家常菜,怀柔区,怀柔区,味道码头,N/A,1
98568294,010-60687600,1,65942363,30,40.362865,116.67326,快餐简餐,快餐简餐,雁栖开发区,"怀柔区,雁栖开发区",川香传成都小吃,N/A,1
78781565,010-69956832,1,37777554,70,40.151722,117.118576,火锅,火锅,平谷区,平谷区,王婆大虾,平谷店,1
92984740,010-61074930,1,9006964,60,40.426888,116.94725,北京菜,北京菜,穆家峪镇,穆家峪镇,穆家大院,N/A,1
263675,010-64275049,1,509944,76,39.97177,116.42489,家常菜,家常菜,芍药居,"朝阳区,对外经贸,芍药居",京家缘饭庄,N/A,1
40463929,13683314908,0.307692307692,22079968,18,39.924835,116.5999,麻辣烫,麻辣烫,常营,"朝阳区,常营",麻辣风暴,长楹天街购物中心店,1
41549488,010-50954738,0.538461538462,21593768,82,39.78754,116.3272,川菜/家常菜,川菜/家常菜,西红门,"大兴区,西红门",一麻一辣,荟聚购物中心西红门店,1
41595337,13522966753,0.6,63260153,70,40.05222,116.30958,烧烤,烧烤,上地,"海淀区,上地",和平鸽饺子馆,西二旗店,1
5147493,010-81712778,1,18383542,65,40.079166,116.32257,香锅,"香锅,烤鱼",回龙观,"昌平区,回龙观",民天金钩钓,N/A,1
95158364,13681509113,1,65602981,23,39.88379,116.44413,饺子,饺子,左安门,"东城区,左安门",桥头纯手工水饺,N/A,1
90477303,010-69993890,1,66256100,40,40.171944,117.30432,北京菜,北京菜,平谷区,平谷区,小禾农家院,N/A,1
93364074,010-60735799,1,66888792,86,40.21281,116.277954,烧烤,"烧烤,韩国料理",昌平镇,"昌平区,昌平镇",王妃家的烤肉,N/A,1
42006392,18911862959,0.538461538462,23021213,19,39.75354,116.21076,甜品饮品,甜品饮品,长阳镇,"房山区,长阳镇",吾饮良品,中粮万科长阳半岛店,1
4244160,13718433195,1,17798403,37,39.73273,116.12173,快餐简餐,快餐简餐,良乡,"房山区,良乡",味道府,N/A,1
1648600,010-63572356,0,5423982,60,39.872864,116.36057,川菜/家常菜,川菜/家常菜,右安门,"西城区,丰台区,右安门",唐师傅家常菜,N/A,1
81227639,010-64739799,1,43555418,102,39.996887,116.46422,韩国料理,韩国料理,望京,"朝阳区,望京",WARAWARA,教文店,1
61885563,010-85705538,1,27375078,77,39.914623,116.50745,火锅,火锅,十里堡,"朝阳区,十里堡",虾吃虾涮,十里堡店,1
91891613,010-64010039,1,65652022,25,39.93791,116.39977,麻辣烫,麻辣烫,地安门,"东城区,西城区,地安门",京渝食尚麻辣烫,N/A,1
42110119,010-89996690,1,21966927,72,40.14566,117.128624,火锅,火锅,平谷区,平谷区,齐齐火锅,N/A,1
51145210,13693044985,0.692307692308,24363520,26,39.96591,116.36977,面包甜点,面包甜点,北太平庄,"海淀区,北太平庄",皇家cake工坊,北太平庄店,0
2573765,010-58670255,1,9036967,78,39.94985,116.47182,浙江菜,浙江菜,蓝色港湾,"朝阳区,蓝色港湾",小江南汤包私家菜,N/A,1
50025863,010-52870969,0.625,24818535,108,39.93142,116.11158,面包甜点,面包甜点,门头沟区,门头沟区,百年义利,月季园店,1
285184,13717685804,1,2453398,18,39.93313,116.15663,小吃快餐,小吃快餐,模式口,"石景山区,模式口",小胖子驴肉馆,N/A,1
42636478,010-80460819,1,23480094,201,40.06266,116.54752,日本料理,日本料理,国展,"顺义区,国展",居酒屋酒窝,N/A,1
88229216,15510238801,0.5,21080208,N/A,39.969784,116.37994,面包甜点,面包甜点,北太平庄,"海淀区,北太平庄",昭君蛋糕,N/A,0
91419802,010-57475299,1,67425462,10,39.76519,116.334816,甜品饮品,甜品饮品,黄村,"大兴区,黄村",慢咖慢茶,绿地缤纷城店,1
41959653,15810976473,1,22004105,N/A,40.154366,117.12353,涮羊肉,涮羊肉,平谷区,平谷区,李记38元自助涮肉,N/A,1
4423308,18612422477,0.666666666667,15961402,23,40.215237,116.244835,小吃快餐,小吃快餐,昌平镇,"昌平区,昌平镇",桥头排骨,N/A,0
1081140,010-69203972,1,2763532,51,39.73845,116.33167,自助餐,自助餐,黄村,"大兴区,黄村",好伦哥,大兴店,1
1658231,010-68389733,1,5358748,99,39.90993,116.26299,山西菜,山西菜,五棵松,"海淀区,五棵松",晋阳饭庄,永定路店,1
263430,010-62797078,1,509331,70,39.995205,116.329185,素菜,素菜,五道口,"海淀区,中关村,五道口",天厨妙香素食馆,五道口店,1
98663837,010-68486776,1,57214702,90,39.936226,116.30541,日本料理,日本料理,紫竹桥,"海淀区,紫竹桥",一屋一石板烧寿司屋,N/A,1
6834742,010-85892524,1,17620855,376,39.90717,116.47701,法国菜,"法国菜,西餐",大望路,"朝阳区,大望路,国贸",The View 3912,N/A,1
52451046,010-82582696,1,22201244,182,39.947617,116.34935,日本料理,日本料理,西直门/动物园,"西城区,西直门/动物园",大京,N/A,1
4264494,010-80414934,0.272727272727,90082606,N/A,40.101322,116.51608,烤鱼,烤鱼,后沙峪,"顺义区,后沙峪",锦尚阁私家烤鱼,罗马湖店,0
42269269,010-57029688,1,22800369,57,39.857834,116.29436,东北菜,东北菜,北大地,"丰台区,北大地",来相会饺子宴,东大街店,1
87854490,13811261683,1,59267551,20,39.90995,116.51648,小吃快餐,"小吃快餐,粉面馆",高碑店,"朝阳区,高碑店",大同云中削面馆,N/A,1
86213315,010-89989979,1,66965920,61,39.80667,116.49348,东北菜,东北菜,亦庄,"大兴区,亦庄",人民公社铁饭碗,亦庄店,1
1663500,010-69660331,1,6182683,74,40.37028,116.67541,西式简餐,西式简餐,雁栖开发区,"怀柔区,雁栖开发区",伊舍尔西餐厅,N/A,1
106710469,18810031632,1,67952655,46,39.77086,116.537224,其他,美食,通州区,通州区,码头渔庄,N/A,1
92670827,18519658157,0,66542751,14,40.22079,116.232994,小吃快餐,小吃快餐,昌平镇,"昌平区,昌平镇",一心向膳烤猪蹄,N/A,0
41922731,13601356529,1,23492816,20,40.11603,116.3574,小火锅,小火锅,沙河,"昌平区,沙河",靓健回转小火锅,N/A,1
265276,010-87917969,1,513619,49,39.812904,116.45532,老北京小吃,老北京小吃,旧宫,"大兴区,旧宫",小肠陈卤煮,旧宫店,1
41289018,010-69801356,0,22645210,46,39.91046,116.11271,川菜/家常菜,川菜/家常菜,门头沟区,门头沟区,迎宾食府,N/A,1
96587295,010-65919979,1,65666912,111,39.91513,116.48431,小龙虾,"小龙虾,湘菜",小庄/红庙,"朝阳区,小庄/红庙",簋街老徐龙虾馆,红庙店,1
6843615,010-63486583,1,18152009,76,39.884876,116.30214,火锅,火锅,六里桥/丽泽桥,"丰台区,六里桥/丽泽桥",阿田大虾,莲怡园店,1
6868016,010-59499788,1,15950063,92,39.790764,116.498634,串串香,串串香,亦庄,"大兴区,亦庄",玉林串串香,亦庄店,1
4011849,010-67088685,1,8938299,30,39.897934,116.417656,韩国料理,韩国料理,崇文门,"东城区,崇文门",正一味韩国料理,新世界二期店,1
4335790,010-57295935,1,38335134,28,39.88733,116.39263,川菜/家常菜,川菜/家常菜,虎坊桥,"西城区,虎坊桥",川渝人家,N/A,1
96327301,18515104567,1,65712850,93,39.77097,116.33478,海鲜,海鲜,大兴区,大兴区,尚滋味小龙虾,N/A,1
6760125,010-84162853,1,18138667,67,40.04856,116.591385,烧烤,烧烤,首都机场,"朝阳区,顺义区,首都机场",土狼部落串吧,机场店,1
5212537,010-83197033,1,38157698,47,39.893387,116.39481,东北菜,东北菜,前门,"东城区,西城区,前门",天顺人和餐厅,N/A,1
98584792,13718418245,1,59033025,20,39.800877,116.45167,麻辣烫,麻辣烫,旧宫,"大兴区,旧宫",重庆骨汤麻辣烫,N/A,1
298761,010-82370297,0.642857142857,2911198,71,40.00767,116.34981,火锅,火锅,五道口,"海淀区,五道口",鑫方老鸭汤火锅·烧烤,学院路店,1
98735374,13552330037,1,58802222,60,40.146263,117.09485,其他中餐,中餐,平谷区,平谷区,海鲸花,N/A,1
6650455,010-68158320,0.5,8641271,39,39.91335,116.28068,韩国料理,韩国料理,公主坟/万寿路,"海淀区,公主坟/万寿路,五棵松",正一味,蓝色港湾店,1
99758508,010-52409008,0.125,66542159,45,40.133183,116.64728,西餐,西餐,顺义,"顺义区,顺义",猫眼披萨,顺义店,1
72125938,010-83062772,0.538461538462,32753589,91,39.882965,116.30568,鲁菜,鲁菜,北京西站/六里桥,"丰台区,北京西站/六里桥",砂锅居·中华老字号,六里桥店,1
293793,15710080198,0.8,9020907,30,40.22297,116.24302,面包甜点,面包甜点,昌平镇,"昌平区,昌平镇",多乐滋蛋糕,东关二条店,1
5326518,13716789261,1,19094139,N/A,39.91117,116.19002,面包甜点,面包甜点,古城/八角,"石景山区,古城/八角",麦宝乐蛋糕坊,N/A,1
51438786,010-69087772,1,38094655,71,40.371372,116.85378,北京菜,北京菜,密云县其他,密云县其他,金百万,密云店,1
63213296,010-80441977,1,27543826,49,39.805843,116.4443,烤鱼,烤鱼,旧宫,"大兴区,旧宫",大众串吧,N/A,1
42725732,010-81368778,1,20649480,39,39.692696,115.98243,烧烤,烧烤,城关镇,"房山区,城关镇",朴氏烧烤店,N/A,1
4999424,010-89465960,0.5,19112312,51,40.12783,116.65167,韩国料理,韩国料理,顺义,"顺义区,顺义",棒客Bongo,BHGMall店,1
42012376,13671242555,1,23321285,16,39.785122,116.33109,快餐简餐,快餐简餐,西红门,"大兴区,西红门",杨国宇黄焖鸡米饭,N/A,1
4635127,010-57434635,0,79850027,N/A,40.00909,116.46244,烧烤,烧烤,望京,"朝阳区,望京",巫山碳烤活鱼-急急送,N/A,1
91770346,010-69695158,1,58511505,40,40.31136,116.63867,川菜/家常菜,川菜/家常菜,东关,"怀柔区,东关",媛媛面馆,N/A,1
2394941,010-57238003,0.75,23553745,N/A,39.86323,116.30633,面包甜点,面包甜点,六里桥/丽泽桥,"丰台区,六里桥/丽泽桥",最爱时尚,N/A,0
97441005,18201266631,1,66879356,56,40.12936,116.82231,烧烤,烧烤,顺义,"顺义区,顺义",老四鱼庄,N/A,1
78279685,010-62355067,1,48108002,241,39.97173,116.36974,自助餐,"自助餐,海鲜",北太平庄,"海淀区,北太平庄",第六季自助餐厅,北太平庄店,1
5654938,010-64076839,1,8825004,98,39.933247,116.40569,涮羊肉,涮羊肉,南锣鼓巷/鼓楼东大街,"东城区,西城区,地安门,南锣鼓巷/鼓楼东大街",北门涮肉,南锣鼓巷,1
42839138,13522905589,1,22598115,43,40.37606,116.84639,面包甜点,面包甜点,密云鼓楼,"密云镇,密云鼓楼",彭记口口香,N/A,0
5637047,010-62919988-6976,0.7,9014049,139,40.049046,116.32969,韩国料理,韩国料理,西三旗,"海淀区,西三旗",泰山饭店韩香馆,西三旗店,1
51080626,010-52870969,0.625,28626458,108,39.728626,116.33252,面包甜点,面包甜点,黄村,"大兴区,黄村",百年义利,兴政家园店,1
41524168,010-69641979,1,22175629,16,40.31541,116.6318,小吃快餐,小吃快餐,京北大世界,"怀柔区,商业街,京北大世界",弹丸滋地,怀柔店,0
2473817,010-64786828,0.214285714286,8997463,153,40.009113,116.46216,日本料理,日本料理,望京,"朝阳区,望京",陶板屋日本料理,望馨商业中心店,1
1460557,010-64986046,1,20662140,116,40.001595,116.40475,小龙虾,小龙虾,亚运村,"朝阳区,亚运村",辣家私厨,亚运村店,1
70754215,010-67087701,1,42467768,83,39.89814,116.41773,比萨,比萨,崇文门,"东城区,崇文门",站点比萨,崇文门新世界店,1
99120069,15117943350,1,91610258,N/A,39.869328,116.65684,面包甜点,面包甜点,梨园,"通州区,梨园",耶米礼尔cake工坊,N/A,0
82522710,13716591895,0.285714285714,69186677,76,40.36057,116.643684,烧烤,烧烤,怀柔区,怀柔区,水润烧烤生态园,N/A,0
51678789,010-59974940,1,27181327,46,40.176186,116.65051,韩国料理,韩国料理,马坡牛栏山,"顺义区,马坡牛栏山",景釜宫烤肉店,马坡店,1
2737742,010-69843965,1,8976328,68,39.940643,116.10059,川菜/家常菜,川菜/家常菜,门头沟区,门头沟区,蜀乡渔府,N/A,1
60470252,010-80781966,1,32342885,86,40.078922,116.42865,重庆火锅,重庆火锅,天通苑,"昌平区,天通苑",火锅匠,N/A,1
61005538,010-69690016,1,24648006,70,40.325348,116.643875,其他,美食,怀柔区,怀柔区,滇越乘象云南餐厅,怀柔店,1
6136910,010-83194082,1,19789740,110,39.86722,116.364006,重庆火锅,重庆火锅,开阳里,"丰台区,开阳里",正锅老灶重庆老灶火锅,右安门店,1
1525420,010-52492025,0.75,5580818,41,39.908318,116.57716,自助餐,"自助餐,火锅",双桥,"朝阳区,管庄,双桥",味美爵回转自助火锅,国泰百货双桥店,1
96700527,13691316208,1,57281414,22,39.76738,116.16577,麻辣烫,麻辣烫,房山区,房山区,杨国福麻辣烫,加州水郡店,1
6243642,010-69458156,1,14168863,85,40.10134,116.51694,烧烤,烧烤,后沙峪,"顺义区,后沙峪",于记烧烤啤酒坊,N/A,1
5166497,010-51170177,1,15103232,71,39.897808,116.24366,火锅,火锅,鲁谷,"石景山区,鲁谷",阿田大虾火锅,鲁谷旗舰店,1
41099417,010-85287117,1,19815050,167,39.91517,116.42127,火锅,火锅,王府井/东单,"东城区,王府井/东单",王家渡火锅,金宝汇店,1
42078781,010-83288001,1,23013196,125,39.935127,116.39121,北京菜,北京菜,什刹海,"西城区,什刹海",金鱼胡同,N/A,1
5766319,010-89037885,1,20730598,53,40.374195,116.84563,自助餐,"自助餐,西餐",密云鼓楼,"密云镇,密云鼓楼",好伦哥,密云燕赛奥特莱斯,1
5463411,13701102332,1,57495038,8,39.889248,116.65827,小吃快餐,小吃快餐,九棵树,"通州区,九棵树",李吉功夫煎饼,N/A,1
52798740,010-56863904,1,28632513,48,39.871918,116.6983,家常菜,家常菜,梨园,"通州区,梨园",橘子春饼屋,N/A,1
6570164,13661351901,1,9016992,59,40.13345,117.1184,湘菜,"湘菜,火锅",平谷区,平谷区,巴湘石锅鱼,N/A,1
4731229,010-65077767,1,19633678,125,39.915226,116.47908,重庆火锅,重庆火锅,大望路,"朝阳区,大望路",黄门老灶火锅,红庙店,1
4270768,010-57408418,0,21381876,N/A,39.876213,116.451775,面包甜点,面包甜点,劲松/潘家园,"朝阳区,劲松/潘家园",诺.客,潘家园店,1
317522,010-62633458,1,58711605,107,39.99342,116.33662,海鲜,"海鲜,韩国料理",五道口,"海淀区,五道口",红塘虾HOMETOO海鲜大咖,五道口店,1
75815227,13611189307,1,9006719,135,39.807716,115.9654,农家菜,农家菜,河北镇,"房山区,河北镇",石花洞潜真堂特色农家院,N/A,1
1660226,010-57175818,1,58738045,68,40.057713,116.40869,北京菜,北京菜,天通苑,"昌平区,天通苑",老北京菜馆,N/A,1
110224058,010-60350768,1,69488511,65,39.73552,116.13788,自助餐,"自助餐,西餐",良乡,"房山区,良乡",好伦哥精品店,良乡餐厅,1
6190131,15601237702,1,19325474,16,39.912605,116.55189,甜品饮品,甜品饮品,定福庄,"朝阳区,定福庄",地下铁,传媒大学店,1
80078946,15001071020,1,58467522,N/A,39.759075,116.317154,小吃快餐,小吃快餐,大兴区,大兴区,一扫光,N/A,1
52540769,13341003658,0.7,66260044,N/A,39.892937,116.49365,面包甜点,面包甜点,百子湾,"朝阳区,百子湾",泰国榴莲蛋糕,大郊亭店,0
262869,010-64734418,1,508266,62,39.98679,116.46726,湘菜,湘菜,望京,"朝阳区,望京",潭州酒楼,N/A,1
6768627,010-57732116,0.333333333333,13891900,34,39.91381,116.41046,川菜/家常菜,川菜/家常菜,王府井/东单,"东城区,王府井/东单",食字街区,北京市百货大楼店,1
342651,010-89747934,1,3934207,14,40.214302,116.24449,面包甜点,面包甜点,昌平镇,"昌平区,昌平镇",沁香园西饼店,N/A,1
40854370,18611331183,0.7,35528534,19,39.65088,116.06936,小吃快餐,小吃快餐,窦店镇,"房山区,良乡,窦店镇",第一佳大鸡排,窦店店,1
77224074,010-68681199-57,1,2557768,122,39.905643,116.21948,自助餐,自助餐,鲁谷,"石景山区,鲁谷",万商花园酒店环球西餐厅,N/A,1
42372308,13910876118,0,92980286,N/A,40.09708,116.54395,快餐简餐,快餐简餐,顺义区,顺义区,重庆骨汤麻辣烫,N/A,1
97863176,010-60338610,1,66991432,50,39.735607,116.13632,烧烤,烧烤,良乡,"房山区,良乡",烤霸,N/A,1
50178570,010-53665266,1,24973502,23,39.95351,116.30708,快餐简餐,快餐简餐,远大路,"海淀区,远大路",杨铭宇黄焖鸡米饭,厂洼店,1
42610980,010-59404118,0.272727272727,24299282,100,39.920532,116.44989,面包甜点,面包甜点,朝外大街,"朝阳区,朝外大街",大宝贝榴莲蛋糕店,朝外店,0
50072507,010-67879798,1,24778313,162,39.8044,116.49997,西餐,"西餐,咖啡厅",亦庄,"大兴区,亦庄",帕丁顿西餐厅,亦庄易居国际店,1
61313389,010-52878310,0.5,24928494,59,39.92284,116.17173,小吃快餐,小吃快餐,苹果园,"石景山区,苹果园",南京夫子庙美食,喜隆多新国际店,1
